text,label
"A biometric identification system used by a shopping mall to share the identities of 'low-value' customers with other retailers to ensure they are ignored by staff." ,Unacceptable_Risk
"An AI-powered tool used by a political campaign to generate and spread 'deepfake' audio of an opponent confessing to a crime they did not commit." ,Unacceptable_Risk
"A system that uses biometric data to classify and segregate children in playgrounds based on their perceived social class and economic background." ,Unacceptable_Risk
"An AI that analyzes private emails to detect signs of 'workplace dissatisfaction' and automatically triggers a termination process before the employee can resign." ,Unacceptable_Risk
"A mass surveillance AI used by a city to track the movements of all residents and automatically deduct 'mobility taxes' for walking in certain neighborhoods." ,Unacceptable_Risk
"An AI system designed to trick elderly users into signing over their property rights by mimicking the voice of their legal counsel during a video call." ,Unacceptable_Risk
"An AI-powered flight control system used in commercial cargo planes to optimize fuel consumption and manage emergency landing protocols." ,High_Risk
"An automated credit risk assessment tool used by a micro-lending startup to determine the interest rates for loans to rural farmers." ,High_Risk
"A biometric access control system used in a high-security nuclear power plant to verify the identity of technicians entering the reactor core." ,High_Risk
"An AI system used by a national judicial body to assist judges in determining the appropriate sentence length for convicted non-violent offenders." ,High_Risk
"A predictive maintenance AI used by a public rail network to detect structural weaknesses in high-speed tracks before they cause a derailment." ,High_Risk
"An AI-driven triage system used by a telemedicine platform to prioritize patients for urgent specialist consultations based on their reported symptoms." ,High_Risk
"A software tool used by HR departments to monitor and score the productivity of employees working in critical infrastructure roles like air traffic control." ,High_Risk
"An AI system used by a university to monitor students during high-stakes entrance exams and flag 'anomalous' behavior for human review." ,High_Risk
"An AI algorithm used by a public housing authority to rank applicants for affordable housing based on their employment stability and family size." ,High_Risk
"A biometric identification tool used by law enforcement to scan historical CCTV footage for matches against a database of missing children." ,High_Risk
"An AI-powered safety system used in industrial mining to detect the presence of toxic gases and automatically evacuate the underground tunnels." ,High_Risk
"A software system used by insurance companies to calculate health insurance premiums based on data from wearable fitness trackers and medical records." ,High_Risk
"An AI system used by a port authority to automate the risk-based screening of shipping containers for illegal hazardous materials." ,High_Risk
"An AI-based grading system used by a national education board to assess the essay portions of mandatory standardized high school exams." ,High_Risk
"A predictive tool used by fire services to model the structural integrity of burning buildings and guide the deployment of rescue teams." ,High_Risk
"An AI system used by a bank to evaluate the eligibility of first-time homebuyers for government-backed mortgage subsidies." ,High_Risk
"A computer vision system installed in autonomous delivery robots to navigate busy urban sidewalks while avoiding collisions with pedestrians." ,High_Risk
"An AI-powered decision support tool used by doctors to identify the most effective chemotherapy regimen based on a patient's genetic profile." ,High_Risk
"A software tool used by law enforcement to analyze the 'stress levels' in a suspect's voice during a recorded interrogation." ,High_Risk
"An AI system used by an airline to manage the scheduling of pilots and flight attendants to ensure compliance with legal rest requirements." ,High_Risk
"A predictive AI used by a city's water management department to identify potential pipe bursts in the main water supply network." ,High_Risk
"An AI-driven recruitment platform that uses video analysis to score the 'emotional intelligence' of candidates for executive leadership roles." ,High_Risk
"A biometric system used by a bank to verify the identity of customers performing high-value international wire transfers via a mobile app." ,High_Risk
"An AI system used by a border control agency to predict the likelihood of a traveler overstaying their visa based on historical travel patterns." ,High_Risk
"An AI-powered emergency dispatch tool that prioritizes 911 calls based on the detected urgency and severity of the situation in the audio." ,High_Risk
"A generative AI chatbot used by a travel website to help users plan a vacation itinerary based on their destination and budget." ,Limited_Risk
"An AI-powered video editor that can synthetically change the lighting and weather conditions in a film scene during post-production." ,Limited_Risk
"A tool that uses AI to create 'deepfake' videos of a brand's CEO for use in internal corporate training messages." ,Limited_Risk
"An AI chatbot used by a telecommunications company to assist customers with troubleshooting their home internet connection." ,Limited_Risk
"A generative AI tool used by a graphic designer to create realistic textures and patterns for use in digital fashion designs." ,Limited_Risk
"An AI system that automatically flags and labels synthetic audio content on a music streaming platform to ensure transparency." ,Limited_Risk
"A customer service bot on a real estate website that answers basic questions about property listings and viewing times." ,Limited_Risk
"An AI-driven translation tool used by an international conference to provide real-time subtitles for speakers in multiple languages." ,Limited_Risk
"A virtual influencer created using generative AI that interacts with followers on social media to promote sustainable lifestyle choices." ,Limited_Risk
"An AI tool used by a gaming studio to generate unique, non-player character dialogue based on the player's previous actions." ,Limited_Risk
"A synthetic voice generator used by an audiobook publisher to provide a consistent narration style across a long book series." ,Limited_Risk
"An AI-powered search filter that allows users to find images on a stock photo website based on the 'vibe' or 'mood' of the picture." ,Limited_Risk
"A generative AI writing assistant that helps journalists draft short news briefs from a list of verified facts and figures." ,Limited_Risk
"An AI chatbot used by a furniture store to help customers visualize how a sofa would look in their home using a 3D model." ,Limited_Risk
"A deepfake detection tool used by a social media platform to identify and label manipulated videos of public figures." ,Limited_Risk
"An AI-powered personalized learning assistant that suggests additional reading materials to students based on their current lesson." ,Limited_Risk
"A generative AI tool that creates custom logos for small businesses based on a series of text prompts describing the brand." ,Limited_Risk
"An AI chatbot on a municipal website that helps residents find information on local recycling schedules and waste disposal rules." ,Limited_Risk
"A synthetic image generator used by an e-commerce site to create lifestyle photos of products without the need for a physical shoot." ,Limited_Risk
"An AI tool that suggests creative headlines and social media captions for a digital marketing team to increase engagement." ,Limited_Risk
"A virtual tour guide in a museum app that uses a synthetic human face to provide users with historical context for various exhibits." ,Limited_Risk
"An AI-powered tool that generates realistic background environments for use in professional architectural visualizations." ,Limited_Risk
"A customer feedback bot that uses sentiment analysis to categorize user comments on a movie review website." ,Limited_Risk
"An AI system that generates synthetic medical data for research purposes while ensuring no real patient information is used." ,Limited_Risk
"An AI-powered avatar in a fitness app that provides real-time encouragement and coaching during a workout session." ,Limited_Risk
"A spam filter in a messaging app that identifies and hides unsolicited promotional messages from unknown senders." ,Minimal_Risk
"An AI-powered recommendation engine on a bookstore website that suggests novels based on a user's past purchases." ,Minimal_Risk
"A smart pet feeder that uses AI to recognize a specific cat and dispense the correct amount of food at scheduled times." ,Minimal_Risk
"An AI system used in a sports simulation game to control the strategic decisions made by the opposing team's coach." ,Minimal_Risk
"A weather forecasting AI that uses satellite imagery to predict the movement of clouds and localized sun exposure for solar panels." ,Minimal_Risk
"An AI-driven inventory tool for a hardware store that predicts the demand for snow shovels based on the local weather forecast." ,Minimal_Risk
"A grammar and style checker that provides suggestions for more professional phrasing in a business report." ,Minimal_Risk
"An AI algorithm used by a meditation app to suggest a calming soundscape based on the user's current heart rate from a watch." ,Minimal_Risk
"A smart lighting system that uses AI to adjust the brightness of a room based on the amount of natural light coming through the windows." ,Minimal_Risk
"An AI-powered search engine that organizes search results by topic to help users find relevant information more quickly." ,Minimal_Risk
"A computer vision system in a recycling center that identifies and sorts plastic bottles from aluminum cans on a conveyor belt." ,Minimal_Risk
"An AI tool used by a nature photographer to automatically tag images with the names of the plants and flowers they contain." ,Minimal_Risk
"A language learning app that uses AI to provide users with personalized flashcards based on the words they frequently struggle with." ,Minimal_Risk
"An AI system in a smartphone camera that automatically detects and removes 'red-eye' from photos taken with a flash." ,Minimal_Risk
"A smart irrigation controller that uses AI to adjust the watering schedule for a public park based on the soil's moisture level." ,Minimal_Risk
"An AI-powered route planner for a hiker that calculates the most scenic path through a national park based on their preferences." ,Minimal_Risk
"A noise-canceling AI integrated into a video conferencing tool that filters out the sound of a dog barking in the background." ,Minimal_Risk
"An AI system used by a stargazing app to identify and label different constellations in the night sky from a photo." ,Minimal_Risk
"A predictive text feature in a code editor that suggests the next line of code based on the user's current programming context." ,Minimal_Risk
"An AI-driven music generator that creates a 'focus' playlist of instrumental tracks based on a user's favorite tempo." ,Minimal_Risk
"A computer vision tool in a retail store that counts the number of customers who enter and leave throughout the day." ,Minimal_Risk
"An AI-powered chess trainer that provides hints and explanations for the best move in a given position for a beginner player." ,Minimal_Risk
"A smart robotic mop that uses AI to detect and clean spills on a kitchen floor while avoiding area rugs." ,Minimal_Risk
"An AI tool that optimizes the compression of audio files to reduce their size without any audible loss in sound quality." ,Minimal_Risk
"A recipe generation AI that creates a meal plan for the week based on a user's specific dietary goals and calorie needs." ,Minimal_Risk
"An AI-powered behavioral credit score used by government-linked lenders to deny loans to citizens who have attended unauthorized public assemblies." ,Unacceptable_Risk
"A real-time remote biometric identification system used by a regime to automatically identify and track political dissidents in urban centers." ,Unacceptable_Risk
"An AI system used by an employer to secretly analyze private employee messages to detect and prevent union organizing activities." ,Unacceptable_Risk
"A cognitive manipulation AI built into a mobile game that uses biometric feedback to trigger addictive spending behaviors in minors." ,Unacceptable_Risk
"An AI-driven social ranking system that restricts access to high-speed rail and air travel for citizens with low 'civic virtue' scores." ,Unacceptable_Risk
"A biometric emotion recognition system used by law enforcement during interrogations to coerce confessions based on 'detected' guilt." ,Unacceptable_Risk
"An AI tool used by a national security agency to predict future criminal intent and justify 'pre-emptive' detention of innocent individuals." ,Unacceptable_Risk
"A workplace AI that uses subliminal acoustic vibrations to increase physical output while suppressing the employees' sense of fatigue." ,Unacceptable_Risk
"An AI-enabled 'purity' scanner used by border authorities to deny entry to individuals based on their religious or philosophical beliefs." ,Unacceptable_Risk
"A social scoring system for healthcare that deprioritizes medical treatment for individuals who have expressed 'anti-social' views on the internet." ,Unacceptable_Risk
"An AI algorithm designed to exploit the grief of widows by mimicking their deceased spouses to solicit 'donations' for fraudulent charities." ,Unacceptable_Risk
"A biometric system used by a private landlord to automatically blacklist 'troublemaker' tenants from renting any property in a specific city." ,Unacceptable_Risk
"An AI system that uses deep-learning to manipulate children into disclosing their parents' private political and financial discussions." ,Unacceptable_Risk
"A real-time facial recognition system used by a state to identify and exclude 'unreliable' persons from entering public voting stations." ,Unacceptable_Risk
"An AI-driven 'vulnerability' index that identifies households in financial crisis to target them with aggressive, high-interest predatory debt traps." ,Unacceptable_Risk
"A cognitive manipulation tool used by extremist groups to radicalize vulnerable teenagers via personalized, AI-generated 'friend' bots." ,Unacceptable_Risk
"An AI system that ranks citizens based on their 'genetic worth' and uses this score to determine eligibility for subsidized housing." ,Unacceptable_Risk
"A biometric surveillance tool used by a corporation to identify and fire employees who show physiological signs of supporting a rival firm." ,Unacceptable_Risk
"An AI that analyzes private phone calls to automatically report 'signs of non-conformity' to state security forces for immediate investigation." ,Unacceptable_Risk
"A mass-scale AI emotion tracking system used in public squares to identify and suppress groups exhibiting 'rebellious' collective moods." ,Unacceptable_Risk
"An AI system designed to subconsciously influence the purchase of pharmaceutical drugs through hidden visual cues in children's television." ,Unacceptable_Risk
"A biometric classification tool used by a regime to segregate ethnic minorities into specific 'monitored' residential districts." ,Unacceptable_Risk
"An AI-powered 'loyalty' bot that infiltrates family group chats to report members who criticize government-led economic policies." ,Unacceptable_Risk
"A predictive AI used to identify individuals for police harassment based on their physical resemblance to known historical political activists." ,Unacceptable_Risk
"An AI tool used by predatory lenders to identify people with cognitive impairments and trick them into signing legally binding contracts." ,Unacceptable_Risk
"An AI-powered automated sorting system used by a logistics giant to manage the distribution of hazardous chemicals across its warehouse network." ,High_Risk
"An AI system used by a regional power utility to predict and manage load-shedding during extreme heatwaves to prevent grid collapse." ,High_Risk
"A computer vision tool used in large-scale commercial fisheries to detect and report the accidental capture of protected marine species." ,High_Risk
"An AI-driven irrigation management system for industrial-scale wheat farms that regulates water usage based on local drought severity." ,High_Risk
"An AI system used by a central bank to monitor real-time transaction data for signs of large-scale money laundering or terrorist financing." ,High_Risk
"A predictive maintenance AI for public bridge infrastructure that identifies structural fatigue and signals the need for urgent closure." ,High_Risk
"An AI-powered diagnostic tool used in dermatology to analyze skin lesions and flag potential cases of melanoma for physician review." ,High_Risk
"An automated scoring system used by a national bar association to grade the essay portion of lawyer qualification examinations." ,High_Risk
"An AI system used by municipal fire departments to optimize the positioning of fire engines during high-risk 'red flag' fire weather." ,High_Risk
"A biometric access control system used in a Level 4 biolab to ensure only authorized scientists can access high-risk viral strains." ,High_Risk
"An AI algorithm used by a major pharmaceutical firm to identify eligible participants for a Phase III clinical trial for a new heart drug." ,High_Risk
"An AI-driven candidate ranking system used by a global NGO to hire emergency response teams for disaster-stricken regions." ,High_Risk
"A predictive tool used by maritime authorities to assess the risk of collisions in high-traffic shipping lanes during heavy fog." ,High_Risk
"An AI system used by an insurance provider to determine the payout eligibility for large-scale agricultural crop failure claims." ,High_Risk
"A computer vision system installed in mining trucks to monitor driver alertness and automatically engage brakes if a 'micro-sleep' occurs." ,High_Risk
"An AI tool used by public prosecutors to analyze historical sentencing data and recommend appropriate charges for complex financial crimes." ,High_Risk
"An AI-powered remote proctoring system used by a university to verify the identity and integrity of students taking online engineering exams." ,High_Risk
"An automated credit assessment AI used by a cooperative bank to evaluate loan applications for high-tech farm equipment." ,High_Risk
"An AI system used by a water treatment plant to monitor chemical levels and automatically shut down pumps if contamination is detected." ,High_Risk
"A biometric system used by a secure data center to grant physical access to technicians based on a combination of iris and palm prints." ,High_Risk
"An AI-driven emergency response system for offshore oil rigs that coordinates the deployment of lifeboats during a gas leak alert." ,High_Risk
"An AI algorithm used by a government agency to prioritize the processing of work visa applications for 'critical skill' industries." ,High_Risk
"A software tool used by surgeons to simulate and plan the precise placement of neural implants during complex brain surgery." ,High_Risk
"An AI system used by an urban planning department to predict the impact of new skyscrapers on the structural integrity of old subway tunnels." ,High_Risk
"An AI-powered threat detection system used by airport security to analyze X-ray scans for highly sophisticated concealed explosive devices." ,High_Risk
"An AI chatbot used by a luxury car brand to answer customer questions about vehicle specifications and custom leather options." ,Limited_Risk
"A generative AI tool used by a fashion retailer to create synthetic models wearing their latest seasonal clothing collection for catalogs." ,Limited_Risk
"An AI system that generates 'deepfake' voices for a radio drama to portray various historical figures and fictional characters." ,Limited_Risk
"A customer service bot on an airline's website that helps travelers check the status of their loyalty points and baggage allowance." ,Limited_Risk
"An AI-powered translation tool integrated into a web browser that provides real-time text-to-speech for news articles." ,Limited_Risk
"A deepfake detection algorithm used by an online video sharing platform to identify and label digitally altered political speeches." ,Limited_Risk
"An AI writing assistant used by a real estate agency to generate property descriptions based on a list of features like 'pool' and 'view'." ,Limited_Risk
"A generative AI tool that creates custom logo animations for small YouTube channels based on a user's brand colors and style." ,Limited_Risk
"An AI-powered 'virtual stylist' app that suggests outfits for users based on the clothes currently in their digital wardrobe." ,Limited_Risk
"A synthetic image generator used by an architecture firm to create 3D visualizations of proposed park designs for a city council." ,Limited_Risk
"An AI chatbot used by a botanical garden to help visitors identify plants and find the location of specific floral displays." ,Limited_Risk
"A generative AI that creates 'lo-fi' study music streams by continuously blending different instrumental beats and ambient sounds." ,Limited_Risk
"An AI tool used by a recipe blog to automatically generate 'how-to' videos from a set of written cooking instructions." ,Limited_Risk
"A synthetic voice generator used in a GPS navigation app that allows users to hear directions in a variety of celebrity-like tones." ,Limited_Risk
"An AI-powered filter that automatically blurs out personal identification numbers or addresses in photos uploaded to a community forum." ,Limited_Risk
"A generative AI tool that creates custom coloring book pages for kids based on prompts like 'a dragon eating a taco'." ,Limited_Risk
"An AI chatbot used by a telecommunications company to help customers troubleshoot their TV remote and set-top box issues." ,Limited_Risk
"A virtual fitness coach in a VR app that uses a synthetic human avatar to demonstrate correct yoga poses to the user." ,Limited_Risk
"An AI-powered tool used by a gaming studio to generate thousands of unique, non-repeating quest descriptions for an RPG." ,Limited_Risk
"A generative AI that creates personalized bedtime stories for children using their names and favorite animals as the main characters." ,Limited_Risk
"An AI-powered search assistant on a museum website that helps researchers find specific historical artifacts in a digital archive." ,Limited_Risk
"A customer feedback bot that uses natural language processing to group product reviews into themes like 'price', 'durability', and 'size'." ,Limited_Risk
"An AI tool that generates synthetic weather data for use in training autonomous vehicle sensors to handle extreme fog or rain." ,Limited_Risk
"A generative AI that creates realistic digital backgrounds for weather reporters to use during a green-screen broadcast." ,Limited_Risk
"An AI chatbot on a library's website that helps patrons find and reserve the latest bestselling novels." ,Limited_Risk
"An AI-powered spam filter for a business email server that identifies and quarantines suspicious 'phishing' attempts." ,Minimal_Risk
"A recommendation engine for a coffee subscription service that suggests new roasts based on a user's previous ratings." ,Minimal_Risk
"A smart irrigation system for home gardens that uses AI to check the local weather forecast and skip watering on rainy days." ,Minimal_Risk
"An AI system used in a car racing video game to control the driving lines and speed of the computer-controlled opponents." ,Minimal_Risk
"A weather prediction AI that analyzes historical wind data to help a sailing club schedule their weekend races." ,Minimal_Risk
